Sentiment,Tweet
0,@twinkle47 no not vaccinated.  have to be careful can't have live vaccines either 
0,@michichan ã?ã??ã?ã?§ã?ã?ã ã?ã?¿ã?¾ã?ãã?i can't help you there. 
0,@Lady_Tif69 someone twittered it just now 
0,My dad forgot to unlock my phone... Again. Damnit. 
1,New video is coming tomorrow for the BIG Giveaway's and Big Special Guest.... Wait to see who they are 
1,@dsbrennan me too! thanks  yoga was awesome  how's your night goin?
0,"#$%#$^#%@ I HATE THE DENTIST,  i don't want to go!!!"
1,"okay so 12 tests @ 5 min each will fill an hour, 14 just in case.... LETS GOOOOOOOO! "
1,"@jeremyhanks Thanks for the info brother.  I think I'll set one up, I like the saving for goals point you make.  Good call. "
0,@WHITONA he just called picking someone he hired from bk then coming to me.. we have orientation manana.. NO TWEETING  @cheraustin
1,Take your time love. Just call me when YOU (not me) is ready. 
0,@DJKENTARO jealous!! I want a new one... 
1,still doesnt really understand what this is 
1,@ICU_Looking after you upload a pic TwitPic let's you type in a caption and then puts it on Twitter for you 
0,@ambeasttt is my gf who tweets my high phrases 
1,miley looks so pretty! i LOVE her dress! and she is right her dress does match the background! 
0,"@faceofboe sigh, i'm still at the optimistic stage of hoping to fit back into clothes i haven't worn since pre-pregnancy "
0,@NellyoftheWind mines filled with ADVIL!! the mind wont work on callind derek and kyle on msn 
1,will be sending currency to @Pseudonym_Alias tomorrow as well 
1,I think she's a class act so here it is  http://bit.ly/zQquN
1,done with the Finnish Great Depression of the 1990s - on to the next section of the paper 
0,Not feeling to well 
1,@vfclovexoxo lol but stillll..haha..I wanna wear it sometime too  but I'll see..hahaha lucky thing =}
0,I've - imojonty:  whats wrongggg? Â itâs just hit me that my driving test is SOON and i did a mock one with... http://tumblr.com/xnu21qsa1
0,Time has come my old Land Rover hydraulic winch has to go  Ebay calls. Replaced by a Fire service PTO driven one
0,My eye still hurts...  
0,"bored hanging out at the house, trying to find something to do...was going to cedar point but its raining "
0,"@lilyroseallen if you reply to me, my life will be complete! hah "
1,playing the sims 3 
1,@Catholiccitizen God bless your soul!!!  He cheers me up all the time-ever need me to cheer you up-let me know-otherwise I'm here!
1,come on clint! = NASCAR race has begun 
1,@judez_xo why ello ello  whatchu up to?
1,for those who are puzzled by umtweeti wam 
1,One more movie  i have to see but it's dirty outside...
0,it's summer it's rainy i love rain &lt;3 and just got my new mini laptop xD and im 16 it's radd too bad i have summer school 
1,@rvhooijdonk Be cool and smile to the judge. You don't look like a criminal. 
1,@spanishmanners TextWrangler is awesome. Especially when I finally figured out how to increase the default font size. 
0,@butterfly562 Thanks Charmaine. How was the interviews?? Still none for me yet 
1,@katzchen24 well fancy seeing you in a place like this?  You have joined the darkside I see 
0,"@birutagme yeah, boats are where it's at! except i get sea sick "
0,My anti-nicotine resolve is wavering slightly 
0,@MGGubler Sounds painful   Sorry you got hurt.. And may I ask how this happen?
1,Welcome to arkansas. . Im officially southern  well a southern hippy. .
0,@cimares loopback checking needs to be disabled on a lot of #sharepoint machines in order to get search running when using hostheaders 
1,listening to this song right now... i adore it!  â« http://blip.fm/~8afub
0,My mom is going to talk to my dad about selling burtha! 
0,@luvleyladie boo to you! I wish I could have gone  How was it?
1,"@r_k_ologist At this point, I was willing to take that risk, but I'm glad to hear it "
0,"@cheetz two of my trusted sites conflicted each other, one said good, the other said just so and so "
1,@caShaY hope you had a blast beautiful  till next time
0,@LauraTrib will do my best - but I think the forecast says your cloud is heading this way. 
0,Just got back from the dermotoligest. the bumps are never going away 
0,Night spent catching up on TV shows and reading Naruto. Pretty good. Now gotta sleep alone.  Opposite schedules suck.
1,@sockington i love socks. 
1,"@Merilyy  Really good, as almost! And you got a new fan http://lookbook.nu/look/160844"
0,"@MartinBrandt I know, I know "
0,"at school now! starring at him, wants to know him better! OMG, don't let me feel this way! "
0,Mom do i really hafta leave? Aw come'on 
0,Doing three errands in one large shopping center that doesn't have covered sidewalks. W/o rain I'd walk btwn stores instead of reparking 
0,Im sad 1 tear ago today the dog i got for my first b-day died... 
1,guys vote for @mileycyrus now for mtv movie plz 
1,@etseng I thought about it but took him down with a rock instead! 
1,@Ms_lonelystar Thank you honey  Hope you're having a great week so far  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
0,@fountain1987 oh my shit... ive missed it!  will watch tomozz... \o/ what you doin now you left?
0,"@trniii my dad is a fish too! ugggh! i think i know enough not to drown, but i would like to be more efficient, better all around "
1,"@andypohl As long as there's beer involved, yes. "
0,@bubbelplast for that confirmation stuff? I think so  but I don't want to. I'm tireddddd!
1,@Peasinapod Lushes still here -Twitter seems to be having some sort of fit though making tweets...............s....l.....o......w 
1,http://twitpic.com/65xyd - I was so darn cute! 
0,@thelane aww... I guess I'll just have to wait for @common_squirrel 
0,catching up on the hills. missed it last sunday since i was packing ...for wembley! 
0,@Nfan12 Who doesent?! 
1,"i'm gonna eat some chips??!! anybody, want some??? hahaha! "
1,"Just woke uppppppp, "
1,@pullithard Thank you. I hope you have a good day as well 
0,"http://twitpic.com/5f9tb - Oh noes, ShipIt has failed me for the first time! "
0,usually cbc covers the playoffs but something else is on rite now.  this sucks! I guess 4 some things it would b nice 2 get cable!
1,Awh good ol Celine Dion will do it 
0,@smosh i wish i could ride an elephant in a river 
1,@danniwimbush ill teach you when I get home. Its really simple 
0,"babysitting wasn't too bad tonight, still exhausted tho  mmm puff crust pizzaaaaaaa"
0,@LoriG we are a fickle bunch. 
1,@CzarinaE i agree 
1,@androidtomato ohhhhhh i thought so!  LOL heeheheh x)
0,@jetsetbritt shoulda come see me 
1,@everywheretrip good plan!  i'll keep my fingers crossed too! 
1,Hey @ginoandfran guys pls play either knock you down or this time..  thanks  (GinoandFran live &gt; http://ustre.am/2YyQ)
0,@KimmiKiwi  I want some 
1,packing stuffs. ebaying. pushing myself to start working out  have to be super uber fit by end of June
1,@Monkeys_Panda Cool. What's it say? You going 4 the laffs like me? 
0,@meimeinono you're not missing much tonight. show is a no-go 
0,@corvida @twitter I'm having a problem with followers not being added too... 
1,"Lookin for work via online, watchin ShayCarl's latest vlog entry on youtube and textin a lady friend.  My beds calling my name though..  "
0,"Well that's it, I missed all the Eurovision final action because I couldn't get my hands on this household's magic button "
0,@nathan_a_allen I quit with the bald jokes...where's my golf invite? 
0,"@cwjacobs lol, what's wrong? workin right now sowwwy "
1,@Darrell_Nelson Thank you. Other TEDx are talking about us online 
1,"@DerrenLitten For a second i thought you were going to say time for work, Food was the better option! "
1,@_CorruptedAngel if this week gets any worse you may well have me CV 
1,@djELITE hahaha.. I'm sure I could find something to wear that I would NOT look good in! 
1,"@heathwiggins ohmygod! sorry, but that so cute hehehe "
1,just applied at #Apple 
0,"Watching rosalinda in youtube, this breaks my heart even if I barely understand it. Poor guy.  http://bit.ly/AQFDa"
1,@nicksantino Its my mothers haha  &amp;  i adore you. :|
1,@Hail_Mary_Jane what? no cheetos? and you'd *have* to be stoned to think Late Night Jalapeno Popper Doritos were good. 
1,"@puttistry I probably got more roll than normal, but I was just striping it.  It probably won't happen next time "
1,"Ah, finally home. Had a nice shower but now have to learn for History  Think I'll learn in front of the PC so it won't be that boring "
1,....new post on &quot;My Fair Lady&quot;...musicalawakening.blogspot.com 
0,Bed then lindseys with erika aaaa its gonna be a great week but gonna miss cody joe  cell phone still screwed its back to the window f ...
1,going to go to TREK bike store in STL! The boyfriend insists I go along 
1,@frezned i think you should  Burritos are WIN!
0,@Leesa_ftw owwchhh. hate that  GUESS WHAT I FOUND ;DDDDDDDDDDDDDDDDDDDDDDD
0,confuse.. confuse.. confuse... and lost of words 
0,@rexyy sorry I couldn't make it!!!!!!  I know I missed out 
1,This one's for Claire  xx ? http://blip.fm/~4opia
0,I'm completely broken. 
1,What a night at work.. Church in the morning 
0,@Bisfor Yeaaaah...Roseville wasnt sold out...but all my boys are going to the one on Greenback 
0,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad"
0,Just got up and getting ready to go to a doctors appointment  i really hate doctor appointments!!
1,@rxtmr hey! thanks for making my tweet #1.  awesome!
0,"Up and at 'em. Seeing Kampers at K-Kountry. Lots of stomach ache (homesick,) cough (homesick,)chiggers (hs,) ... Only two more days "
0,Moms got surgury today.  
0,I'm seriously this girl on Obsessed! I have ALL of her fears 
0,Bored!  dunno wat 2 do 2day..
0,I keep thinking It's 830 at night.  and i have to put up with a sickening cute couple. Love my life 
0,Having rough days lately. No more boyfriend 
1,@lajohnson73 always nice to hear BNL at the Joe!  Should be hearing Journey soon!  Oh and of course the Four Seasons too! 
1,"mmm, maybe time for a nap? lovin lazy days "
1,@Mcpattz come have a drink with me and my friends! 
1,"@nicolerichie Oh, now I know. Read it on your website. "
1,@StarChild1981  thanks darlin'
1,yay i go home on saturday 
1,hey hey Tuesday Tweet folk 
0,was just at Angels Stadium for EHS's CiF Championship baseball game... they lost 
1,"@jordanknight U know ppl won't say anything if ya'll arent on top, and a joke is a form of compliment. Ya'll are rockin' it!!  Keep it up!"
0,yea dude... 5'8&quot;! really!?  
0,@MissSolis not enough money for @drakkardnoir 
0,CAN'T DO THIS STUPID EXAM TOMORROW! Actually on the verge of a breakdown right now   
0,"Within an hour and a half Friday afternoon, we'd booked it, packed it and fucked off - to Torquay. Work doesn't feel quite as exciting "
1,@TikkaMadsen Goodnight  Thank you 
0,@so_robsessed hi  random but can i ask how i get my screen shot pic to upload?
0,L- soo tired... my eyes hurt but i can't sleep. 
0,sad because my niece just broke her arm. 
0,http://twitpic.com/6ik16 - i will adopt this adorable little dude someday  i can't wait to play with him again
1,"@turquoisefish LOL it wasn't me, it was @palmbeachlocatR 's birthday  but you know i love children and children's world, i bet i'd enjoy"
0,"@cmiller2492 what's fony? or who? lol guess what? I can't sleep  I'd call, but ur probably sleepin [bummer lol]"
0,drinking my coffee. it is worth it to wait a day for my book to come in? probably 
0,@DubarryMcfly yeah i guess but youre not bored at work. I am  loveyoufletch xxx
0,"Hey guys, haven't used this for ages but great news to hear you have signed the lease over now. Soon be back here for winter "
0,"@bebfan thank u so much for the info!! I don't know if i can make it though, i have a thing i have to go to.  but i'll def try!"
0,@HairToDieFor *whines* But I don't wanna... 
0,@tommcfly flying smarties  did the people infront of me not think to throw a flump/marshmellows?! haha EPIC SHOW THOMAS!! xox
1,Good day today  sociology tomorrow though (N) oh dear
1,Guess who's having a rootbeer float... 
0,@mrsunbreakable just text her. you're waking me up 
0,At parents church sitting behind a lady with a tamberine who doesn't know tempo!  http://twitpic.com/4x5i1
1,awesome cufflinks  http://bit.ly/iBl4y
0,"talking to the coolest person alive, debs =] im in spanish "
1,our new album is now on iTunes and amazon and it's only 6 bucks! Just search for 'today as tomorrow'.  pretty please? 
1,@Jeromy73 thanks! As Bella gets more exp topping...beware! It was such a fun shoot 
0,@vprincess Wow I don't think I'll be able to get one 
1,@gootheweezin Thanks! How old is your little pup?? I feel so blessed to have his little furry butt in my life! 
